Client ID,Client Name,Executive Name,Sales Team,Gross Sales,Discount,Net Sales,Net Return,Actual Sales,Collection,PID,Product
3838,Lena Radford,Ted Raimi,Team D,213240,53310,159930,0,159930,0,10,Furniture
4133,Theone Pippenger,Ted Raimi,Team K,183168,45792,137376,0,137376,0,10,Furniture
2730,Laura Armstrong,Janet Leigh,Team F,176091,54588.21,121502.79,0,121502.79,0,10,Furniture
7325,Ruben Dartt,Rita Hayworth,Team I,130066,37719.14,92346.86,0,92346.86,0,10,Furniture
7454,Russell Applegate,Ted Raimi,Team C,122244,34228.32,88015.68,0,88015.68,0,10,Furniture
7217,Linda Cazamias,Mel Blanc,Team B,116378.5,29094.63,87283.88,0,87283.88,0,10,Furniture
7503,Robert Marley,Lea Thompson,Team E,99106,25767.56,73338.44,0,73338.44,0,10,Furniture
3499,Patrick O'Donnell,Keenan Wynn,Team N,92900,24154,68746,0,68746,0,10,Furniture
7498,Chloris Kastensmidt,Michael Dudikoff,Team A,81168.2,18893.55,62274.65,0,62274.65,0,10,Furniture
3983,Alan Shonely,Janet Leigh,Team B,69654.13,20965.89,48688.24,0,48688.24,0,10,Furniture
7497,Janet Molinari,Kenneth Tobey,Team N,65772,17100.72,48671.28,0,48671.28,0,10,Furniture
7511,Becky Martin,Paulette Goddard,Team F,60464,12092.8,48371.2,0,48371.2,0,10,Furniture
7515,Sung Pak,Mel Blanc,Team J,33916,8818.16,25097.84,0,25097.84,0,10,Furniture
4486,Andrew Roberts,Keenan Wynn,Team A,25400,6096,19304,0,19304,0,10,Furniture
7056,Bradley Nguyen,Adriana Caselotti,Team K,16120,4513.6,11606.4,0,11606.4,0,10,Furniture
6828,Nona Balk,Mel Blanc,Team L,4645,1161.25,3483.75,0,3483.75,0,10,Furniture
2192,Giulietta Dortch,Janet Leigh,Team A,0,0,0,0,0,70933,10,Furniture
4712,Clytie Kelty,Tony Goldwyn,Team M,0,0,0,0,0,316,10,Furniture
5235,Nat Gilpin,Brigitte Helm,Team N,0,0,0,0,0,10,10,Furniture
5721,Christina Anderson,Tony Goldwyn,Team F,0,0,0,0,0,660,10,Furniture
7081,Dean Braden,Stephen Carr,Team H,0,0,0,0,0,10661,10,Furniture
3154,Sylvia Foulston,Myrna Loy,Team C,0,0,0,0,0,1392642,10,Furniture
5571,Meg O'Connel,Tony Goldwyn,Team H,0,0,0,0,0,1083,10,Furniture
6458,Annie Thurman,Tom Selleck,Team K,0,0,0,0,0,549900,10,Furniture
6871,Fred McMath,Curtis Armstrong,Team E,0,0,0,0,0,87010,10,Furniture
7293,Denny Joy,Mel Blanc,Team N,0,0,0,0,0,100000,10,Furniture
7506,Max Engle,Ted Raimi,Team F,0,0,0,0,0,450000,10,Furniture
3818,Justin Deggeller,Margaret Hamilton,Team D,0,0,0,0,0,21475,10,Furniture
4425,John Lee,Stephen Carr,Team M,0,0,0,0,0,609171,10,Furniture
4965,Sean Christensen,Clint Howard,Team J,0,0,0,0,0,30221,10,Furniture
5768,Laurel Elliston,Bill Murray,Team M,0,0,0,0,0,9407,10,Furniture
7043,Chuck Clark,Joseph Cotten,Team L,0,0,0,0,0,21750,10,Furniture
7292,Anthony Rawles,Adriana Caselotti,Team L,0,0,0,0,0,1500000,10,Furniture
7465,Steven Roelle,Tony Goldwyn,Team G,0,0,0,0,0,101970,10,Furniture
7537,Craig Reiter,Nicolas Cage,Team A,0,0,0,0,0,70000,10,Furniture
3816,Eugene Hildebrand,Curtis Armstrong,Team M,0,0,0,0,0,73141,10,Furniture
4775,Sibella Parks,Tony Goldwyn,Team G,0,0,0,0,0,452,10,Furniture
5298,Zuschuss Donatelli,Margaret Hamilton,Team N,0,0,0,0,0,109228.33,10,Furniture
5756,Tiffany House,Kathleen Wilhoite,Team L,0,0,0,0,0,500000,10,Furniture
6250,Resi Pölking,Leopold Stokowski,Team G,0,0,0,0,0,31440,10,Furniture
6578,Rob Beeghly,Tony Goldwyn,Team C,0,0,0,0,0,52185,10,Furniture
7033,Carol Darley,Brigitte Helm,Team B,0,0,0,0,0,11430,10,Furniture
7350,Doug Jacobs,William Holden,Team D,2200690,802635.99,1398054.01,0,1398054.01,173498,10,Furniture
4382,Mark Packer,William Holden,Team J,235570,58892.5,176677.5,0,176677.5,0,10,Furniture
4786,Grant Thornton,William Holden,Team G,195790,50905.4,144884.6,0,144884.6,0,10,Furniture
6386,Mary Zewe,William Holden,Team F,161706,42043.56,119662.44,0,119662.44,0,10,Furniture
6851,Philisse Overcash,Takashi Shimura,Team P,129116,34861.32,94254.68,0,94254.68,210975,10,Furniture
4142,Katherine Ducich,William Holden,Team D,19265,4816.25,14448.75,0,14448.75,0,10,Furniture
7500,Michael Chen,Richard Burton,Team A,0,0,0,0,0,41241,10,Furniture
7283,Paul Gonzalez,Marlon Brando,Team M,0,0,0,0,0,32360,10,Furniture
4341,Ralph Arnett,William Holden,Team H,0,0,0,0,0,653752,10,Furniture
2139,Ellis Ballard,Johnny Depp,Team K,0,0,0,0,0,132028,13,Technology
2457,Victoria Wilson,Johnny Depp,Team B,4359979.89,653560.99,3706418.9,0,3706418.9,0,15,Office Supplies
6748,Naresj Patel,Leopold Stokowski,Team E,1552280,205211.42,1347068.58,0,1347068.58,0,15,Office Supplies
7178,Heather Kirkland,Leopold Stokowski,Team D,165960.37,11988.53,153971.84,0,153971.84,0,15,Office Supplies
2382,Tracy Blumstein,Myrna Loy,Team P,0,0,0,0,0,291000,15,Office Supplies
5768,Laurel Elliston,Bill Murray,Team G,0,0,0,0,0,430000,15,Office Supplies
5326,Alan Barnes,Bill Murray,Team N,0,0,0,0,0,86707,15,Office Supplies
7380,Joseph Holt,Adriana Caselotti,Team G,4698766.8,1785531.38,2913235.42,0,2913235.42,0,10,Furniture
5780,Jesus Ocampo,Louise Fletcher,Team H,2286365.4,903114.33,1383251.07,0,1383251.07,0,10,Furniture
7505,Jack Garza,Robin Williams,Team M,1329429.2,436276.84,893152.36,0,893152.36,0,10,Furniture
7274,Jay Kimmel,Terry Kiser,Team C,729857.58,204624.27,525233.31,0,525233.31,0,10,Furniture
4692,Brad Norvell,Fred Gwynne,Team N,465467.5,116366.88,349100.63,0,349100.63,107121,10,Furniture
5748,Bradley Drucker,Robin Williams,Team J,295944,79934.47,216009.53,0,216009.53,0,10,Furniture
4040,Dean Katz,Brian Dennehy,Team G,173545,50328.05,123216.95,0,123216.95,0,10,Furniture
7469,David Philippe,Joseph Cotten,Team N,113473.25,40850.37,72622.88,0,72622.88,0,10,Furniture
3816,Eugene Hildebrand,Curtis Armstrong,Team A,88790,23128.6,65661.4,0,65661.4,0,10,Furniture
4848,Tracy Hopkins,Robert Townsend,Team B,74320,22296,52024,0,52024,0,10,Furniture
5200,Arthur Prichep,Terry Kiser,Team B,35184,8444.16,26739.84,0,26739.84,0,10,Furniture
3235,Roland Schwarz,Johnny Depp,Team F,25127,5028.49,20098.51,0,20098.51,0,10,Furniture
3026,Seth Vernon,Johnny Depp,Team E,22797,4563.09,18233.91,0,18233.91,0,10,Furniture
6071,Gene Hale,Rita Hayworth,Team L,22860,5715,17145,0,17145,0,10,Furniture
3029,Bart Pistole,Johnny Depp,Team J,12958,2592.18,10365.82,0,10365.82,0,10,Furniture
6882,Carl Weiss,Fred Gwynne,Team G,13935,3623.1,10311.9,0,10311.9,0,10,Furniture
2782,Christine Kargatis,Johnny Depp,Team J,10050,2010,8040,0,8040,0,10,Furniture
4347,Helen Andreada,Johnny Depp,Team L,6028,964.48,5063.52,0,5063.52,0,10,Furniture
7512,Alejandro Savely,Fred Gwynne,Team L,6422,1541.28,4880.72,0,4880.72,5,10,Furniture
7428,Ross DeVincentis,Victor Wong,Team I,0,0,0,0,0,11100,10,Furniture
7549,Mathew Reese,Esai Morales,Team E,0,0,0,0,0,1028627,10,Furniture
3799,Steve Chapman,Andrew Robinson,Team A,0,0,0,0,0,43586,10,Furniture
5322,Jay Fein,Andrew Robinson,Team L,0,0,0,0,0,71142,10,Furniture
6461,Emily Grady,Cliff Robertson,Team L,0,0,0,0,0,53481,10,Furniture
7499,Bruce Degenhardt,Michael Dudikoff,Team B,0,0,0,0,0,227607,10,Furniture
7540,Darrin Sayre,Denzel Washington,Team D,0,0,0,0,0,73000,10,Furniture
7498,Chloris Kastensmidt,Michael Dudikoff,Team F,0,0,0,0,0,60735,10,Furniture
7517,Andy Gerbode,John Saxon,Team H,0,0,0,0,0,34684,10,Furniture
5026,Shahid Hopkins,Lea Thompson,Team C,0,0,0,0,0,200000,10,Furniture
7191,Phillina Ober,Nehemiah Persoff,Team M,0,0,0,0,0,100000,10,Furniture
6784,Jim Sink,Marlon Brando,Team F,958886.82,316432.65,642454.17,0,642454.17,0,10,Furniture
7008,Ted Butterfield,Richard Burton,Team N,259224,69990.48,189233.52,0,189233.52,0,10,Furniture
4457,Fred Hopkins,Marlon Brando,Team F,184855,42516.65,142338.35,0,142338.35,0,10,Furniture
5110,Sung Shariari,Richard Burton,Team E,129346,32336.5,97009.5,0,97009.5,0,10,Furniture
4407,Stewart Carmichael,Richard Burton,Team P,67150.49,18802.14,48348.35,0,48348.35,0,10,Furniture
4716,Ken Brennan,Marlon Brando,Team L,21699,5207.76,16491.24,0,16491.24,0,10,Furniture
5489,Peter Bühler,Richard Burton,Team C,12237,3059.25,9177.75,0,9177.75,0,10,Furniture
6110,Roland Fjeld,Tom Cruise,Team N,0,0,0,0,0,19736,10,Furniture
7154,Yoseph Carroll,Tom Cruise,Team J,0,0,0,0,0,300000,10,Furniture
4376,Debra Catini,Richard Burton,Team E,0,0,0,0,0,28016,10,Furniture
5043,Frank Preis,William Holden,Team G,0,0,0,0,0,20000,10,Furniture
5937,Christine Phan,Richard Burton,Team D,0,0,0,0,0,5,10,Furniture
5838,Barry Französisch,Richard Burton,Team N,0,0,0,0,0,28056,10,Furniture
6494,Lisa Hazard,Takashi Shimura,Team G,0,0,0,0,0,200000,10,Furniture
7350,Doug Jacobs,William Holden,Team B,0,0,0,0,0,2167284.85,10,Furniture
6160,Chris Selesnick,Johnny Depp,Team N,444500,222250,222250,0,222250,0,13,Technology
6597,Jennifer Ferguson,Leopold Stokowski,Team G,1893795,0,1893795,0,1893795,0,15,Office Supplies
7543,Anthony Johnson,Nehemiah Persoff,Team C,0,0,0,0,0,132000,15,Office Supplies
5896,Benjamin Venier,Janet Leigh,Team K,1563204,500225.28,1062978.72,0,1062978.72,0,10,Furniture
4704,Jeremy Ellison,Louise Fletcher,Team F,1063688.5,350663.62,713024.89,0,713024.89,0,10,Furniture
7451,Dan Lawera,Ted Raimi,Team C,570800,114160,456640,0,456640,0,10,Furniture
7513,Neil Knudson,Brigitte Helm,Team N,592823.68,179609.17,413214.51,0,413214.51,0,10,Furniture
4714,Sonia Sunley,Louise Fletcher,Team L,416524,108296.24,308227.76,0,308227.76,0,10,Furniture
4848,Tracy Hopkins,Robert Townsend,Team A,408480,122544,285936,0,285936,0,10,Furniture
7041,Bryan Mills,Curtis Armstrong,Team G,287260,95284.14,191975.86,0,191975.86,0,10,Furniture
4692,Brad Norvell,Fred Gwynne,Team P,232724,44217.56,188506.44,0,188506.44,0,10,Furniture
4798,Liz Thompson,Myrna Loy,Team K,186420,67111.2,119308.8,0,119308.8,0,10,Furniture
3088,Joe Kamberova,Janet Leigh,Team F,141205,35301.25,105903.75,0,105903.75,0,10,Furniture
6639,Gary Zandusky,Janet Leigh,Team K,124278,29826.72,94451.28,0,94451.28,0,10,Furniture
4218,Arthur Gainer,Rita Hayworth,Team K,92900,23225,69675,0,69675,0,10,Furniture
7509,Jonathan Doherty,Hattie McDaniel,Team A,66511.75,16627.94,49883.81,0,49883.81,0,10,Furniture
6369,Jasper Cacioppo,Keanu Reeves,Team A,63665,22282.75,41382.25,0,41382.25,15100,10,Furniture
5418,Erica Smith,Janet Leigh,Team E,53536,13384,40152,0,40152,0,10,Furniture
3611,Rick Hansen,Brian Dennehy,Team L,52722,13180.5,39541.5,0,39541.5,0,10,Furniture
6250,Resi Pölking,Leopold Stokowski,Team L,41386,9104.92,32281.08,0,32281.08,0,10,Furniture
7508,Stephanie Phelps,S. Epatha Merkerson,Team N,36100,8664,27436,0,27436,0,10,Furniture
4040,Dean Katz,Brian Dennehy,Team F,27658,7467.66,20190.34,0,20190.34,0,10,Furniture
7489,Eric Hoffmann,Brigitte Helm,Team H,22526,5631.5,16894.5,0,16894.5,0,10,Furniture
3838,Lena Radford,Ted Raimi,Team C,0,0,0,0,0,209183,10,Furniture
4347,Helen Andreada,Johnny Depp,Team B,0,0,0,0,0,5064,10,Furniture
6733,Carlos Daly,Judith Barsi,Team A,0,0,0,0,0,290000,10,Furniture
7050,Helen Wasserman,Lea Thompson,Team F,0,0,0,0,0,396039,10,Furniture
7454,Russell Applegate,Ted Raimi,Team G,0,0,0,0,0,1000000,10,Furniture
7503,Robert Marley,Lea Thompson,Team K,0,0,0,0,0,76213,10,Furniture
7540,Darrin Sayre,Denzel Washington,Team J,0,0,0,0,0,7513,10,Furniture
7552,Mike Caudle,Hattie McDaniel,Team D,0,0,0,0,0,33548,10,Furniture
2949,Caroline Jumper,Paulette Goddard,Team A,0,0,0,0,0,2475176,10,Furniture
6255,Maureen Gastineau,Keanu Reeves,Team A,0,0,0,0,0,240433,10,Furniture
7548,Gary McGarr,Michael Dudikoff,Team I,0,0,0,0,0,139820,10,Furniture
7558,Pauline Johnson,S. Epatha Merkerson,Team D,0,0,0,0,0,107525,10,Furniture
3475,Bart Watters,Brigitte Helm,Team G,0,0,0,0,0,600000,10,Furniture
4175,Toby Ritter,Ted Raimi,Team B,0,0,0,0,0,609000,10,Furniture
4849,Patrick Gardner,Robin Williams,Team H,0,0,0,0,0,24729,10,Furniture
6515,Craig Carreira,Adriana Caselotti,Team M,0,0,0,0,0,880781,10,Furniture
6893,James Lanier,Joseph Cotten,Team H,0,0,0,0,0,50000,10,Furniture
7268,David Kendrick,Christopher Lambert,Team J,0,0,0,0,0,80855,10,Furniture
7486,Brian Moss,Fred Gwynne,Team L,0,0,0,0,0,10787,10,Furniture
7547,Eudokia Martin,Christopher Lambert,Team K,0,0,0,0,0,500000,10,Furniture
7557,Sally Hughsby,Nicolas Cage,Team J,0,0,0,0,0,80000,10,Furniture
3154,Sylvia Foulston,Myrna Loy,Team M,0,0,0,0,0,36441,10,Furniture
6037,Art Foster,Marshall Bell,Team P,0,0,0,0,0,214389,10,Furniture
6384,Muhammed MacIntyre,Keenan Wynn,Team K,0,0,0,0,0,254162,10,Furniture
6767,Cynthia Voltz,Joseph Cotten,Team F,0,0,0,0,0,950000,10,Furniture
7191,Phillina Ober,Nehemiah Persoff,Team C,0,0,0,0,0,27301,10,Furniture
7469,David Philippe,Joseph Cotten,Team F,0,0,0,0,0,72500,10,Furniture
7542,Guy Armstrong,Nehemiah Persoff,Team E,0,0,0,0,0,272116,10,Furniture
7553,Cyma Kinney,Louise Fletcher,Team E,0,0,0,0,0,2125956,10,Furniture
6907,Shirley Daniels,Bill Johnson,Team C,121832,32894.64,88937.36,0,88937.36,0,10,Furniture
5882,Brenda Bowman,Marlon Brando,Team G,0,0,0,0,0,24683,10,Furniture
7550,Dave Poirier,Richard Burton,Team D,0,0,0,0,0,219094,10,Furniture
4786,Grant Thornton,William Holden,Team C,0,0,0,0,0,20000,10,Furniture
6787,Berenike Kampe,William Holden,Team M,0,0,0,0,0,116760,10,Furniture
6112,Sanjit Jacobs,Richard Burton,Team K,0,0,0,0,0,5,10,Furniture
5768,Laurel Elliston,Bill Murray,Team B,257715.09,29920.72,227794.37,0,227794.37,0,15,Office Supplies
7522,Carlos Soltero,Leonard Nimoy,Team K,220714.65,23925.47,196789.18,0,196789.18,0,15,Office Supplies
7178,Heather Kirkland,Leopold Stokowski,Team I,0,0,0,0,0,2721,15,Office Supplies
6076,Ashley Jarboe,Terry Kiser,Team G,585792,165858.02,419933.98,0,419933.98,0,10,Furniture
5917,Lena Hernandez,Joseph Cotten,Team I,1398864,349716,1049148,0,1049148,0,13,Technology
7504,Max Jones,Rita Moreno,Team A,853754,239051.12,614702.88,0,614702.88,0,13,Technology
2340,Mike Gockenbach,Curtis Armstrong,Team I,809752,202438,607314,0,607314,0,13,Technology
7488,Ruben Ausman,Gladys Cooper,Team F,626346,187903.8,438442.2,0,438442.2,0,13,Technology
2034,Allen Armold,Robert Townsend,Team F,800883.05,378016.8,422866.25,0,422866.25,0,13,Technology
2633,Chuck Magee,Janet Leigh,Team P,435258,108814.5,326443.5,0,326443.5,0,13,Technology
4964,Logan Haushalter,Clint Howard,Team B,496029,173610.15,322418.85,0,322418.85,0,13,Technology
6515,Craig Carreira,Adriana Caselotti,Team B,260557,57322.54,203234.46,0,203234.46,0,13,Technology
7525,Adrian Shami,Lea Thompson,Team B,177049.15,46032.78,131016.37,0,131016.37,0,13,Technology
6742,Katrina Willman,Keanu Reeves,Team B,130553,32638.25,97914.75,0,97914.75,0,13,Technology
7503,Robert Marley,Lea Thompson,Team K,102990,26777.4,76212.6,0,76212.6,0,13,Technology
7533,Jeremy Farry,Keenan Wynn,Team E,120482.04,45783.18,74698.86,0,74698.86,0,13,Technology
7540,Darrin Sayre,Denzel Washington,Team A,97811,26408.97,71402.03,0,71402.03,0,13,Technology
7481,Anthony Jacobs,Brigitte Helm,Team M,80048,20012,60036,0,60036,0,13,Technology
7056,Bradley Nguyen,Adriana Caselotti,Team L,82916,23216.48,59699.52,0,59699.52,0,13,Technology
3693,Linda Southworth,Stephen Carr,Team N,62368,16215.68,46152.32,0,46152.32,0,13,Technology
7366,Emily Burns,Joseph Cotten,Team E,47016,13164.48,33851.52,0,33851.52,0,13,Technology
6549,Rick Bensley,Joseph Cotten,Team M,46400,12992,33408,0,33408,0,13,Technology
7539,Guy Phonely,Denzel Washington,Team F,45311,12687.08,32623.92,0,32623.92,0,13,Technology
5026,Shahid Hopkins,Lea Thompson,Team B,32594,8148.5,24445.5,0,24445.5,0,13,Technology
7314,Liz MacKendrick,Ursula Andress,Team I,23757,4957.41,18799.59,0,18799.59,0,13,Technology
3041,Denny Ordway,Kenneth Tobey,Team L,15116,3476.68,11639.32,0,11639.32,0,13,Technology
7033,Carol Darley,Brigitte Helm,Team B,15240,3810,11430,0,11430,0,13,Technology
3611,Rick Hansen,Brian Dennehy,Team F,14500,3625,10875,0,10875,0,13,Technology
5290,Paul Knutson,Joseph Cotten,Team K,14370,3736.2,10633.8,0,10633.8,0,13,Technology
5382,Saphhira Shifley,Brigitte Helm,Team L,9085.32,0,9085.32,0,9085.32,0,13,Technology
7545,Sally Matthias,Denzel Washington,Team I,7537,1808.88,5728.12,0,5728.12,0,13,Technology
4058,Anthony Garverick,Louise Fletcher,Team E,0,0,0,0,0,457,13,Technology
6382,Peter McVee,Cliff Robertson,Team P,0,0,0,0,0,81703,13,Technology
7559,Lauren Leatherbury,Cliff Robertson,Team N,0,0,0,0,0,439400,13,Technology
6369,Jasper Cacioppo,Keanu Reeves,Team D,0,0,0,0,0,197150,13,Technology
6636,Eric Murdock,Leonard Nimoy,Team I,0,0,0,0,0,1507,13,Technology
7547,Eudokia Martin,Christopher Lambert,Team B,0,0,0,0,0,500000,13,Technology
2168,Chad Sievert,Joseph Cotten,Team B,0,0,0,0,0,191901,13,Technology
5437,Jill Stevenson,Terry Kiser,Team H,0,0,0,0,0,18783,13,Technology
4620,Ed Ludwig,Richard Burton,Team I,691979,186834.33,505144.67,0,505144.67,0,13,Technology
7516,Mike Kennedy,Richard Burton,Team G,149428,37357,112071,0,112071,0,13,Technology
4407,Stewart Carmichael,Richard Burton,Team G,129883,29873.09,100009.91,0,100009.91,0,13,Technology
7500,Michael Chen,Richard Burton,Team D,54987,13746.75,41240.25,0,41240.25,0,13,Technology
5838,Barry Französisch,Richard Burton,Team K,37409,9352.25,28056.75,0,28056.75,0,13,Technology
6471,Pamela Coakley,Richard Burton,Team N,18185,4546.25,13638.75,0,13638.75,0,13,Technology
7562,Hunter Lopez,Richard Burton,Team L,0,0,0,0,0,813927,13,Technology
7312,Maria Bertelson,Tom Cruise,Team N,0,0,0,0,0,270000,13,Technology
7520,Troy Blackwell,Kenneth Tobey,Team L,207050,20746.41,186303.59,0,186303.59,0,13,Technology
3157,Guy Thornton,Keenan Wynn,Team C,175270.72,25063.71,150207.01,0,150207.01,0,15,Office Supplies
2889,Maribeth Schnelling,Rupert Graves,Team I,8717891,2817622.37,5900268.63,0,5900268.63,0,14,Stationary
2949,Caroline Jumper,Paulette Goddard,Team H,3215106.85,1083360.46,2131746.4,0,2131746.4,0,14,Stationary
6846,George Bell,Rita Hayworth,Team J,1588599,397149.75,1191449.25,0,1191449.25,0,14,Stationary
7099,Justin Ritter,Nehemiah Persoff,Team P,551501,132360.24,419140.76,0,419140.76,0,14,Stationary
7179,Bill Eplett,Curtis Armstrong,Team A,604208.1,199790.71,404417.39,0,404417.39,0,14,Stationary
5731,Michael Stewart,Clint Howard,Team B,289665,92692.8,196972.2,0,196972.2,0,14,Stationary
5871,Sample Company A,Curtis Armstrong,Team B,202047.86,67079.89,134967.97,0,134967.97,0,14,Stationary
2070,Rob Williams,Johnny Depp,Team H,140479,22476.64,118002.36,0,118002.36,0,14,Stationary
4911,Sanjit Engle,Curtis Armstrong,Team L,154440,39742.44,114697.56,0,114697.56,0,14,Stationary
7402,Adam Hart,George Kennedy,Team N,145908,46690.56,99217.44,0,99217.44,0,14,Stationary
5709,Jessica Myrick,Andrew Robinson,Team H,123908.33,31001.86,92906.47,0,92906.47,0,14,Stationary
6419,Roy Französisch,Andrew Robinson,Team C,118773,30880.98,87892.02,0,87892.02,0,14,Stationary
7268,David Kendrick,Christopher Lambert,Team K,107781,26945.25,80835.75,0,80835.75,0,14,Stationary
7537,Craig Reiter,Nicolas Cage,Team P,101724.8,31727.97,69996.83,0,69996.83,0,14,Stationary
6461,Emily Grady,Cliff Robertson,Team C,73297.3,19816,53481.3,0,53481.3,0,14,Stationary
7460,Joel Jenkins,Tony Goldwyn,Team D,61168,15903.68,45264.32,0,45264.32,0,14,Stationary
2596,Ralph Kennedy,Curtis Armstrong,Team F,58526,15333.81,43192.19,0,43192.19,0,14,Stationary
3428,Catherine Glotzbach,Stephen Carr,Team F,53166,13291.5,39874.5,0,39874.5,0,14,Stationary
7053,Rachel Payne,Rupert Graves,Team P,52361,15708.3,36652.7,0,36652.7,0,14,Stationary
3567,Philip Brown,Myrna Loy,Team K,47190,11797.5,35392.5,0,35392.5,0,14,Stationary
7504,Max Jones,Rita Moreno,Team N,38530,10788.4,27741.6,0,27741.6,0,14,Stationary
7521,Cynthia Arntzen,Judith Barsi,Team B,25224,6558.24,18665.76,0,18665.76,0,14,Stationary
6369,Jasper Cacioppo,Keanu Reeves,Team A,20100,5025,15075,0,15075,0,14,Stationary
5030,Karen Carlisle,Andrew Robinson,Team A,10050,2512.5,7537.5,0,7537.5,0,14,Stationary
3541,Katherine Hughes,Stephen Carr,Team P,0,0,0,0,0,179860,14,Stationary
4370,Greg Hansen,Brigitte Helm,Team G,0,0,0,0,0,246240,14,Stationary
4965,Sean Christensen,Clint Howard,Team D,0,0,0,0,0,34278,14,Stationary
5526,Scott Williamson,Bill Murray,Team F,0,0,0,0,0,60000,14,Stationary
6320,Adam Bellavance,Dean Stockwell,Team J,0,0,0,0,0,952,14,Stationary
7274,Jay Kimmel,Terry Kiser,Team B,0,0,0,0,0,48000,14,Stationary
7456,Joseph Airdo,Leonard Nimoy,Team P,0,0,0,0,0,76055,14,Stationary
7534,Bill Donatelli,Brigitte Helm,Team M,0,0,0,0,0,1196502,14,Stationary
7570,Daniel Lacy,Brigitte Helm,Team L,0,0,0,0,0,44500,14,Stationary
2178,Lindsay Williams,Stephen Carr,Team C,0,0,0,0,0,378959,14,Stationary
4133,Theone Pippenger,Ted Raimi,Team C,0,0,0,0,0,155429,14,Stationary
5290,Paul Knutson,Joseph Cotten,Team D,0,0,0,0,0,373992,14,Stationary
7444,Thomas Brumley,Ursula Andress,Team N,0,0,0,0,0,49740,14,Stationary
7569,Bryan Spruell,Leopold Stokowski,Team G,0,0,0,0,0,29400,14,Stationary
2168,Chad Sievert,Joseph Cotten,Team J,0,0,0,0,0,298171,14,Stationary
3693,Linda Southworth,Stephen Carr,Team D,0,0,0,0,0,179860,14,Stationary
4870,Robert Waldorf,Paulette Goddard,Team B,0,0,0,0,0,254427,14,Stationary
5200,Arthur Prichep,Terry Kiser,Team L,0,0,0,0,0,4000,14,Stationary
7220,Tracy Zic,Stephen Carr,Team G,0,0,0,0,0,98074,14,Stationary
7413,Ann Steele,Denzel Washington,Team F,0,0,0,0,0,110000,14,Stationary
7557,Sally Hughsby,Nicolas Cage,Team G,0,0,0,0,0,183091,14,Stationary
4394,Toby Swindell,Judith Barsi,Team M,0,0,0,0,0,50000,14,Stationary
6349,Sara Luxemburg,Bill Murray,Team E,0,0,0,0,0,101657,14,Stationary
6702,Mitch Willingham,John Saxon,Team E,0,0,0,0,0,1168000,14,Stationary
7571,Rob Dowd,Tony Goldwyn,Team L,0,0,0,0,0,258245,14,Stationary
6851,Philisse Overcash,Takashi Shimura,Team H,248482,67508.26,180973.74,0,180973.74,0,14,Stationary
7270,Julie Creighton,Takashi Shimura,Team L,89594,19710.68,69883.32,0,69883.32,0,14,Stationary
4142,Katherine Ducich,William Holden,Team E,94166,24483.16,69682.84,0,69682.84,3800,14,Stationary
7283,Paul Gonzalez,Marlon Brando,Team A,46229,13868.7,32360.3,0,32360.3,0,14,Stationary
4499,Roger Barcio,Marlon Brando,Team D,19655,5503.98,14151.02,0,14151.02,0,14,Stationary
5937,Christine Phan,Richard Burton,Team A,0,0,0,0,0,83587,14,Stationary
6952,Ryan Akin,Takashi Shimura,Team D,0,0,0,0,0,159200,14,Stationary
7516,Mike Kennedy,Richard Burton,Team E,0,0,0,0,0,84394,14,Stationary
5043,Frank Preis,William Holden,Team F,0,0,0,0,0,24600,14,Stationary
6907,Shirley Daniels,Bill Johnson,Team H,0,0,0,0,0,134700,14,Stationary
6112,Sanjit Jacobs,Richard Burton,Team C,0,0,0,0,0,1127036,14,Stationary
7076,Meg Tillman,Tom Cruise,Team N,0,0,0,0,0,1221230,14,Stationary
7572,Vivek Gonzalez,Takashi Shimura,Team I,0,0,0,0,0,64150,14,Stationary
6160,Chris Selesnick,Johnny Depp,Team A,0,0,0,0,0,-243000,13,Technology
7521,Cynthia Arntzen,Judith Barsi,Team G,15125,1825.59,13299.41,0,13299.41,0,14,Stationary
6316,Raymond Buch,William Holden,Team P,105875,9528.75,96346.25,0,96346.25,0,14,Stationary
2457,Victoria Wilson,Johnny Depp,Team B,2500777.26,374866.51,2125910.75,0,2125910.75,0,15,Office Supplies
5768,Laurel Elliston,Bill Murray,Team F,178477.73,19444.16,159033.57,0,159033.57,0,15,Office Supplies
7543,Anthony Johnson,Nehemiah Persoff,Team B,148795.37,17855.44,130939.93,0,130939.93,0,15,Office Supplies
5253,John Stevenson,Bill Murray,Team I,0,0,0,0,0,1192564,15,Office Supplies
5294,Kalyca Meade,Johnny Depp,Team D,7684769.77,2405915.71,5278854.06,0,5278854.06,0,10,Furniture
7360,Dianna Wilson,Adriana Caselotti,Team D,883043.2,264912.96,618130.24,0,618130.24,0,10,Furniture
7518,Julia Dunbar,Adriana Caselotti,Team J,710548,163426.04,547121.96,0,547121.96,0,10,Furniture
7268,David Kendrick,Christopher Lambert,Team G,596614.55,183096.64,413517.91,0,413517.91,0,10,Furniture
5401,Hallie Redmond,Lea Thompson,Team G,443260.27,147064.03,296196.24,0,296196.24,0,10,Furniture
4039,Deanra Eno,Robin Williams,Team L,349488,93364.49,256123.51,0,256123.51,0,10,Furniture
7505,Jack Garza,Robin Williams,Team G,330387,109027.71,221359.29,0,221359.29,0,10,Furniture
